Iraw[0;1] R It 
0.79004 26.06534 32.08953
0.78882 26.06583 32.87033
0.78735 26.06596 33.03992
0.78442 26.06633 33.59148
0.78394 26.06673 34.19313
0.78638 26.06714 34.79835
0.78605 26.06752 35.33014
0.78430 26.06780 35.72999
0.78589 26.06807 36.12961
0.78149 26.06888 37.22924
0.78101 26.06969 38.35427
0.78271 26.06993 38.64284
0.77840 26.07043 39.29435
0.77954 26.07082 39.82246
0.77677 26.07125 40.36796
0.77344 26.07170 40.93622
0.77734 26.07191 41.21468
0.77417 26.07271 42.19801
0.77287 26.07317 42.74065
0.77148 26.07356 43.21792
0.77319 26.07445 44.27485
0.77085 26.07476 44.65211
0.76709 26.07525 45.22485
0.77173 26.07586 45.94728
0.76554 26.07626 46.39391
0.76880 26.07660 46.79569
0.76815 26.07706 47.30681
0.76270 26.07787 48.20587
0.76099 26.07842 48.81403
0.75610 26.07878 49.19483
0.75399 26.07920 49.66601
0.75317 26.07957 50.07587
0.76221 26.08023 50.76100
0.75562 26.08072 51.28503
0.76050 26.08138 51.98896
0.75317 26.08236 52.98780
0.75073 26.08251 53.14731
0.75000 26.08331 53.95614
0.75366 26.08339 54.05518
0.74097 26.08395 54.63377
0.75537 26.08447 55.13897
0.74015 26.08488 55.56947
0.74463 26.08569 56.36377
0.73926 26.08600 56.67219
0.72534 26.08679 57.46815
0.74618 26.08701 57.67904
0.74170 26.08754 58.18572
0.72974 26.08827 58.91722
0.73694 26.08854 59.16371
0.72815 26.08958 60.14306
0.72941 26.09023 60.76516
0.72681 26.09090 61.39058
0.72876 26.09130 61.78590
0.71851 26.09237 62.75806
0.71753 26.09266 63.04453
0.80200 26.56667 0.09065
0.80542 26.56675 2.78439
0.80884 26.56712 6.56650
0.80591 26.56733 7.92045
0.80640 26.56756 9.22422
0.80542 26.56762 9.50088
0.80737 26.56777 10.25594
0.80273 26.56828 12.38940
0.80981 26.56836 12.68731
0.80664 26.56850 13.24136
0.79761 26.56887 14.48103
0.80005 26.56887 14.50122
0.80070 26.56906 15.09180
0.80005 26.56923 15.67128
0.80103 26.56946 16.32588
0.79810 26.56966 16.88873
0.80282 26.56978 17.26725
0.80176 26.57001 17.89682
0.79663 26.57018 18.34802
0.79712 26.57100 20.41733
0.79370 26.57148 21.45509
0.79517 26.57162 21.78879
0.79663 26.57206 22.77482
0.80103 26.57226 23.19820
0.79614 26.57265 23.96755
0.79565 26.57281 24.28571
0.79224 26.57312 24.91428
0.79297 26.57381 26.25265
0.79175 26.57414 26.85888
0.79155 26.57432 27.17969
0.78687 26.57521 28.72388
0.79126 26.57551 29.26864
0.79175 26.57586 29.84947
0.78906 26.57607 30.21874
0.78882 26.57640 30.70798
0.79256 26.57672 31.24095
0.78882 26.57697 31.64310
0.78857 26.57740 32.28493
0.78857 26.57769 32.75257
0.78784 26.57840 33.83025
0.78442 26.57861 34.12856
0.78784 26.57905 34.80353
0.78215 26.57934 35.20356
0.78003 26.57967 35.66322
0.78333 26.58012 36.31678
0.78198 26.58032 36.59745
0.77612 26.58084 37.27115
0.77905 26.58119 37.76120
0.77677 26.58158 38.28291
0.77905 26.58237 39.33711
0.78149 26.58293 40.03350
0.77466 26.58349 40.77559
0.77710 26.58383 41.21679
0.77173 26.58431 41.78500
0.78052 26.58456 42.12599
0.77661 26.58510 42.78424
0.77173 26.58595 43.78050
0.76606 26.58632 44.22980
0.76318 26.58693 44.92961
0.76489 26.58709 45.11922
0.76880 26.58755 45.68458
0.76147 26.58810 46.29814
0.76636 26.58841 46.66863
0.76611 26.58938 47.73409
0.76131 26.59048 48.95888
0.75171 26.59099 49.49016
0.75562 26.59134 49.88344
0.75122 26.59172 50.30110
0.75464 26.59220 50.81321
0.75366 26.59249 51.09712
0.75659 26.59357 52.29344
0.74894 26.59405 52.75246
0.75024 26.59466 53.39243
0.74810 26.59497 53.72359
0.74618 26.59608 54.86476
0.73706 26.59650 55.26713
0.74357 26.59694 55.71674
0.73853 26.59749 56.23269
0.74097 26.59834 57.10129
0.73120 26.59889 57.60599
0.72778 26.59992 58.60237
0.72925 26.60047 59.15791
0.73267 26.60115 59.81539
0.71558 26.60138 60.03737
0.73185 26.60224 60.83532
0.72852 26.60268 61.27884
0.72437 26.60366 62.18535
0.72241 26.60447 62.90636
0.72241 26.60475 63.19673
0.71729 26.60536 63.73171
0.71997 26.60588 64.26033
0.71997 26.60653 64.80336
0.72290 26.60716 65.38665
0.71289 26.60748 65.70224
0.72144 26.60798 66.16675
0.71704 26.60897 67.05575
0.71558 26.61015 68.05609
0.80396 27.06173 0.19881
0.80396 27.06179 2.57876
0.80103 27.06187 3.75651
0.80664 27.06209 5.87663
0.80005 27.06224 6.99818
0.79468 27.06261 9.19838
0.80298 27.06274 9.83955
0.80664 27.06313 11.53425
0.80273 27.06329 12.23105
0.80371 27.06341 12.64333
0.80542 27.06377 13.92946
0.80054 27.06391 14.46316
0.80103 27.06405 14.90772
0.80103 27.06420 15.35828
0.79980 27.06433 15.75487
0.80103 27.06516 18.09735
0.79712 27.06541 18.77971
0.79956 27.06553 19.06020
0.79614 27.06573 19.59803
0.80396 27.06610 20.45701
0.79980 27.06622 20.75127
0.79858 27.06642 21.23597
0.79419 27.06671 21.84386
0.79370 27.06680 22.01996
0.79419 27.06756 23.69060
0.79045 27.06782 24.21938
0.79338 27.06839 25.32144
0.79419 27.06872 25.98118
0.79240 27.06891 26.32630
0.79077 27.06939 27.21615
0.79346 27.06977 27.87159
0.78833 27.06998 28.22142
0.78101 27.07042 29.03515
0.79272 27.07089 29.79878
0.79175 27.07105 30.05885
0.78418 27.07148 30.77307
0.78931 27.07185 31.32580
0.78752 27.07209 31.73246
0.78719 27.07269 32.65142
0.77808 27.07311 33.33003
0.78312 27.07335 33.65750
0.78530 27.07376 34.26774
0.78833 27.07425 34.95828
0.78687 27.07445 35.26549
0.78320 27.07478 35.73468
0.77954 27.07542 36.63121
0.78101 27.07580 37.15250
0.77596 27.07662 38.26690
0.77661 27.07708 38.89217
0.77954 27.07735 39.20182
0.77531 27.07820 40.31277
0.77124 27.07874 40.98127
0.77283 27.07887 41.18082
0.77407 27.07925 41.63931
0.77173 27.07961 42.06769
0.76892 27.08010 42.69307
0.76880 27.08053 43.22568
0.76685 27.08147 44.33765
0.76611 27.08190 44.85749
0.76807 27.08232 45.33941
0.76392 27.08275 45.80984
0.76562 27.08325 46.38507
0.75854 27.08441 47.70511
0.76001 27.08467 48.01102
0.75171 27.08541 48.84498
0.75708 27.08604 49.48665
0.75220 27.08649 49.97055
0.75542 27.08679 50.30306
0.75342 27.08700 50.53624
0.75232 27.08766 51.24219
0.74764 27.08799 51.60804
0.75610 27.08853 52.14376
0.75301 27.08916 52.80335
0.75073 27.09009 53.74836
0.74976 27.09069 54.38997
0.74373 27.09169 55.40123
0.73975 27.09246 56.14608
0.73901 27.09373 57.39436
0.74268 27.09396 57.62273
0.72839 27.09442 58.09926
0.73645 27.09512 58.77363
0.72632 27.09585 59.48129
0.72339 27.09607 59.66025
0.71875 27.09739 60.93319
0.71704 27.09795 61.45215
0.72876 27.09814 61.62130
0.73071 27.09892 62.36088
0.72095 27.09939 62.79281
0.72388 27.10006 63.44101
0.72534 27.10060 63.92296
0.71606 27.10137 64.64595
0.80542 27.57506 0.81036
0.80786 27.57573 7.98684
0.80981 27.57638 11.18949
0.81226 27.57676 12.72159
0.80200 27.57691 13.27421
0.80444 27.57726 14.46791
0.80884 27.57748 15.17980
0.80298 27.57770 15.88494
0.80005 27.57785 16.31505
0.80005 27.57799 16.70312
0.80640 27.57823 17.40871
0.80347 27.57851 18.14048
0.80135 27.57894 19.27663
0.79858 27.57918 19.86377
0.80542 27.57939 20.36688
0.80200 27.57952 20.64837
0.79989 27.57971 21.09046
0.80054 27.58003 21.82542
0.79826 27.58014 22.08465
0.79443 27.58065 23.18113
0.80054 27.58084 23.56424
0.79614 27.58122 24.34083
0.79688 27.58142 24.73288
0.79810 27.58171 25.30837
0.79321 27.58280 27.32878
0.79419 27.58295 27.59944
0.79329 27.58355 28.65350
0.79443 27.58390 29.25637
0.79199 27.58411 29.61383
0.79004 27.58462 30.44175
0.79761 27.58466 30.52329
0.78833 27.58529 31.50948
0.79321 27.58563 32.04596
0.78711 27.58608 32.74874
0.78711 27.58644 33.30659
0.78931 27.58696 34.06268
0.78882 27.58740 34.72107
0.78638 27.58786 35.38721
0.78198 27.58842 36.15477
0.78735 27.58876 36.64067
0.78589 27.58920 37.24285
0.78247 27.58962 37.81589
0.77905 27.58996 38.26758
0.78524 27.59023 38.63604
0.77710 27.59074 39.29820
0.78052 27.59148 40.26544
0.77661 27.59183 40.70022
0.77515 27.59209 41.02418
0.77856 27.59265 41.73071
0.77368 27.59296 42.11481
0.77189 27.59341 42.65839
0.77515 27.59389 43.23874
0.77637 27.59428 43.72787
0.77157 27.59476 44.28578
0.76831 27.59532 44.92767
0.77173 27.59541 45.03850
0.77246 27.59599 45.72704
0.77026 27.59655 46.35970
0.76611 27.59676 46.59295
0.76831 27.59742 47.36002
0.76245 27.59764 47.58875
0.76074 27.59817 48.18753
0.76326 27.59918 49.28582
0.75936 27.59966 49.80412
0.75708 27.60001 50.20248
0.75562 27.60050 50.71139
0.75757 27.60087 51.10103
0.76050 27.60144 51.72203
0.75171 27.60231 52.61964
0.75122 27.60296 53.29123
0.74894 27.60348 53.82962
0.75391 27.60381 54.16286
0.75195 27.60423 54.59238
0.74536 27.60535 55.71415
0.74438 27.60586 56.22081
0.74536 27.60640 56.76801
0.73950 27.60710 57.44630
0.71851 27.60745 57.78743
0.73794 27.60785 58.18167
0.73755 27.60860 58.90377
0.72778 27.60884 59.14350
0.73730 27.60939 59.66216
0.74194 27.61017 60.40335
0.73706 27.61040 60.61119
0.73006 27.61310 63.14884
0.72144 27.61464 64.56044
0.80737 28.07143 0.81036
0.80640 28.07171 5.12335
0.80835 28.07178 5.78300
0.80688 28.07318 12.90350
0.80615 28.07330 13.32362
0.81079 28.07362 14.41475
0.80640 28.07377 14.91871
0.80103 28.07420 16.24525
0.80509 28.07436 16.68987
0.80249 28.07458 17.33231
0.80176 28.07487 18.10846
0.80176 28.07513 18.79204
0.80566 28.07535 19.36225
0.80591 28.07596 20.81826
0.79956 28.07617 21.29120
0.79614 28.07671 22.50979
0.79639 28.07702 23.15019
0.79761 28.07731 23.75144
0.79546 28.07753 24.19886
0.79517 28.07804 25.21768
0.79761 28.07843 25.96023
0.79614 28.07858 26.24033
0.79028 28.07899 26.98241
0.79614 28.07951 27.91326
0.79224 28.07980 28.42610
0.79297 28.07999 28.76459
0.78760 28.08025 29.22186
0.78914 28.08089 30.26960
0.78687 28.08124 30.82560
0.78442 28.08150 31.25935
0.78833 28.08208 32.17848
0.78882 28.08242 32.69200
0.78625 28.08279 33.24813
0.78247 28.08344 34.20638
0.78589 28.08431 35.48865
0.78394 28.08453 35.78875
0.78442 28.08498 36.42563
0.78198 28.08506 36.54638
0.78369 28.08562 37.30927
0.77938 28.08595 37.75529
0.77832 28.08635 38.27034
0.77661 28.08673 38.80400
0.77515 28.08720 39.40280
0.77661 28.08728 39.50819
0.77856 28.08776 40.11618
0.77441 28.08825 40.75569
0.77258 28.08899 41.68774
0.77490 28.08946 42.26547
0.76733 28.08984 42.72405
0.77368 28.09018 43.14854
0.77466 28.09084 43.93774
0.77108 28.09109 44.23307
0.76538 28.09166 44.89387
0.76538 28.09196 45.24347
0.76636 28.09240 45.75138
0.76489 28.09281 46.22229
0.76587 28.09333 46.82407
0.76611 28.09353 47.04742
0.76514 28.09424 47.83389
0.75830 28.09459 48.23490
0.76294 28.09508 48.75881
0.75903 28.09549 49.22957
0.75806 28.09589 49.64864
0.75952 28.09650 50.30935
0.75854 28.09679 50.63478
0.75513 28.09778 51.66533
0.75220 28.09823 52.15017
0.75439 28.09867 52.60586
0.75757 28.09911 53.06589
0.75513 28.09995 53.90891
0.74976 28.10023 54.20782
0.75073 28.10082 54.79448
0.74976 28.10173 55.71473
0.73926 28.10239 56.37176
0.74520 28.10332 57.29101
0.74438 28.10384 57.81022
0.73511 28.10426 58.21583
0.73999 28.10486 58.78515
0.73804 28.10582 59.72227
0.73853 28.10648 60.32958
0.73787 28.10689 60.71718
0.72827 28.10793 61.71179
0.72778 28.10843 62.17914
0.71484 28.10900 62.70974
0.72583 28.10959 63.26289
0.72192 28.10989 63.53454
0.70532 28.11114 64.69431
0.72388 28.11170 65.18819
0.71753 28.11225 65.68370
0.71094 28.11280 66.20004
0.71460 28.11335 66.69735
0.72144 28.11648 69.44773
0.71704 28.11786 70.65781
0.81030 28.57044 0.14402
0.80737 28.57053 2.90387
0.80688 28.57103 7.51217
0.80981 28.57149 9.96610
0.80786 28.57154 10.23898
0.80347 28.57191 11.82497
0.80737 28.57280 14.99166
0.80298 28.57289 15.27877
0.80933 28.57309 15.88908
0.80151 28.57315 16.06673
0.80640 28.57334 16.61398
0.79858 28.57361 17.39980
0.80005 28.57374 17.75246
0.80135 28.57390 18.17305
0.79858 28.57425 19.08681
0.79565 28.57482 20.48001
0.80200 28.57492 20.71148
0.79614 28.57518 21.30033
0.79834 28.57536 21.71180
0.80444 28.57560 22.23861
0.79565 28.57594 22.98172
0.79736 28.57598 23.04390
0.79565 28.57622 23.57736
0.79565 28.57652 24.16897
0.79614 28.57705 25.22365
0.79419 28.57734 25.76760
0.79443 28.57755 26.17319
0.79272 28.57782 26.67839
0.79207 28.57809 27.16662
0.79321 28.57830 27.54800
0.79712 28.57860 28.06381
0.79102 28.57906 28.88811
0.78809 28.57938 29.42277
0.78687 28.57954 29.68850
0.79614 28.58027 30.87150
0.78947 28.58053 31.28952
0.79175 28.58120 32.34762
0.79028 28.58157 32.90501
0.79028 28.58200 33.56051
0.78467 28.58261 34.45901
0.78540 28.58274 34.64420
0.78247 28.58326 35.39535
0.78394 28.58358 35.85750
0.78516 28.58377 36.11456
0.77905 28.58436 36.94564
0.77808 28.58462 37.30984
0.78394 28.58490 37.66783
0.78052 28.58559 38.59790
0.77970 28.58600 39.13548
0.77856 28.58646 39.74431
0.77759 28.58736 40.87803
0.78247 28.58766 41.25995
0.77832 28.58797 41.64652
0.77271 28.58849 42.29709
0.77547 28.58890 42.79161
0.77100 28.58941 43.41323
0.77197 28.58971 43.75973
0.77441 28.59026 44.41674
0.76587 28.59066 44.89442
0.76929 28.59084 45.10608
0.76538 28.59155 45.91542
0.77271 28.59168 46.07188
0.76880 28.59250 46.99175
0.76554 28.59262 47.14530
0.75874 28.59416 48.85573
0.76282 28.59459 49.31680
0.76025 28.59488 49.63685
0.76074 28.59544 50.24182
0.75610 28.59600 50.84207
0.75879 28.59637 51.22550
0.75220 28.59697 51.85724
0.75090 28.59737 52.28257
0.75106 28.59782 52.75407
0.75220 28.59838 53.31573
0.75317 28.59892 53.88737
0.73364 28.59990 54.88577
0.74634 28.60083 55.80486
0.73088 28.60116 56.15437
0.74658 28.60170 56.68059
0.74011 28.60232 57.28077
0.74536 28.60291 57.85433
0.73486 28.60316 58.10652
0.72925 28.60363 58.57272
0.73535 28.60438 59.28369
0.72974 28.60482 59.70165
0.72778 28.60545 60.30659
0.73364 28.60579 60.63723
0.80103 29.07150 0.33920
0.80444 29.07173 4.72165
0.80737 29.07187 5.97573
0.80298 29.07224 8.36464
0.80444 29.07258 10.13919
0.80444 29.07297 11.83799
0.80005 29.07333 13.18322
0.80054 29.07346 13.65264
0.80029 29.07398 15.37530
0.80005 29.07414 15.86453
0.80444 29.07447 16.82866
0.80396 29.07462 17.26968
0.79858 29.07530 19.06426
0.80054 29.07554 19.64549
0.79663 29.07626 21.35103
0.79688 29.07669 22.31007
0.78931 29.07688 22.72998
0.79810 29.07709 23.15594
0.79956 29.07738 23.76674
0.80298 29.07749 24.00072
0.79810 29.07792 24.83611
0.80249 29.07811 25.21609
0.79053 29.07913 27.13631
0.80542 29.07933 27.50286
0.79146 29.07972 28.17580
0.79419 29.08011 28.85467
0.78687 29.08045 29.44615
0.79761 29.08102 30.39011
0.79116 29.08160 31.31098
0.78735 29.08230 32.41547
0.78638 29.08256 32.80539
0.79419 29.08290 33.32008
0.78914 29.08310 33.61098
0.78540 29.08385 34.72027
0.78589 29.08427 35.32730
0.78320 29.08460 35.79432
0.78394 29.08532 36.79303
0.78247 29.08562 37.20575
0.77987 29.08650 38.39786
0.77417 29.08675 38.72576
0.77987 29.08724 39.36917
0.78076 29.08762 39.85994
0.78174 29.08794 40.28439
0.77544 29.08837 40.81822
0.77515 29.08864 41.17764
0.77124 29.08923 41.91583
0.77319 29.09085 43.85417
0.77246 29.09122 44.29461
0.77515 29.09148 44.61365
0.77108 29.09203 45.24486
0.76660 29.09284 46.17441
0.76554 29.09345 46.88005
0.75952 29.09385 47.32033
0.76294 29.09443 47.98913
0.76123 29.09512 48.74006
0.76326 29.09546 49.12556
0.76318 29.09612 49.82612
0.75842 29.09705 50.82709
0.75903 29.09746 51.26561
0.75635 29.09791 51.73790
0.74731 29.09846 52.32649
0.75317 29.09986 53.76363
0.75073 29.10098 54.90566
0.74927 29.10233 56.24439
0.74471 29.10324 57.13848
0.73722 29.10427 58.15584
0.73828 29.10475 58.62071
0.74194 29.10547 59.32859
0.73669 29.10603 59.84705
0.73413 29.10708 60.83860
0.73364 29.10732 61.07970
0.73364 29.10820 61.89568
0.73340 29.10868 62.35400
0.72778 29.10961 63.21421
0.73169 29.11079 64.29508
0.72705 29.11164 65.06973
0.72729 29.11242 65.76840
0.79810 29.57626 0.81036
0.80444 29.57679 7.05238
0.80957 29.57737 10.25423
0.80933 29.57767 11.59789
0.81128 29.57780 12.06614
0.80542 29.57890 15.86355
0.79468 29.57903 16.24892
0.80737 29.57912 16.50558
0.80591 29.57935 17.19013
0.80176 29.57956 17.75862
0.79989 29.57978 18.34666
0.81030 29.58002 18.93468
0.79956 29.58045 20.05018
0.79712 29.58101 21.31560
0.80444 29.58121 21.75217
0.79175 29.58158 22.57772
0.79777 29.58196 23.39768
0.79077 29.58204 23.55067
0.79175 29.58263 24.76916
0.79565 29.58284 25.13554
0.79061 29.58317 25.78501
0.79810 29.58339 26.22272
0.79321 29.58354 26.51121
0.79077 29.58408 27.45451
0.79712 29.58430 27.87217
0.79663 29.58461 28.39136
0.78687 29.58480 28.73427
0.79370 29.58529 29.57812
0.79370 29.58564 30.11247
0.78955 29.58633 31.24679
0.78394 29.58676 31.94038
0.78662 29.58727 32.73850
0.78149 29.58750 33.05852
0.78833 29.58804 33.90071
0.78589 29.58823 34.17810
0.78589 29.58865 34.78969
0.78442 29.58901 35.28902
0.78394 29.58919 35.53750
0.78491 29.58953 36.06177
0.78149 29.59008 36.80321
0.78589 29.59055 37.43377
0.78711 29.59119 38.30431
0.77808 29.59196 39.29482
0.77759 29.59225 39.72472
0.78052 29.59275 40.32015
0.77637 29.59342 41.19791
0.77531 29.59383 41.68207
0.77637 29.59425 42.23177
0.77417 29.59459 42.64998
0.77100 29.59520 43.35716
0.77954 29.59547 43.69107
0.77661 29.59594 44.25832
0.77063 29.59635 44.73645
0.77368 29.59663 45.05047
0.76733 29.59708 45.56408
0.76685 29.59775 46.35240
0.76401 29.59861 47.33282
0.76147 29.59898 47.72281
0.76343 29.59938 48.20898
0.76050 29.60044 49.35268
0.75903 29.60163 50.60620
0.75838 29.60214 51.16937
0.74764 29.60266 51.72772
0.75187 29.60319 52.28421
0.75806 29.60363 52.74064
0.74829 29.60416 53.27037
0.75464 29.60436 53.50843
0.75008 29.60492 54.07042
0.74927 29.60547 54.64827
0.73877 29.60663 55.78798
0.73853 29.60699 56.15084
0.73934 29.60768 56.82459
0.73853 29.60803 57.16707
0.74683 29.60865 57.79749
0.73201 29.60893 58.07194
0.74390 29.60946 58.54445
0.72534 29.61047 59.55449
0.72925 29.61207 61.05794
0.72290 29.61289 61.80704
0.80688 30.07008 0.81036
0.80688 30.07018 3.06669
0.80737 30.07083 8.43471
0.80688 30.07096 9.09526
0.80249 30.07117 10.16709
0.80884 30.07135 10.95844
0.80444 30.07170 12.40035
0.80347 30.07183 12.90667
0.80371 30.07195 13.33281
0.80347 30.07201 13.53625
0.80054 30.07293 16.46042
0.80518 30.07343 17.85527
0.80566 30.07359 18.29108
0.79956 30.07369 18.55033
0.80200 30.07436 20.22087
0.79761 30.07469 20.99132
0.79598 30.07503 21.76927
0.79468 30.07553 22.86458
0.79736 30.07572 23.25182
0.79663 30.07599 23.80575
0.80688 30.07677 25.35814
0.79224 30.07725 26.28833
0.79761 30.07747 26.67606
0.79297 30.07834 28.24492
0.79199 30.07867 28.79702
0.79077 30.07885 29.12736
0.79102 30.07923 29.75470
0.78979 30.07961 30.38095
0.79224 30.08010 31.18990
0.79126 30.08043 31.69129
0.78947 30.08113 32.77893
0.77710 30.08172 33.67096
0.78833 30.08197 34.05085
0.78345 30.08290 35.39823
0.78442 30.08331 35.96338
0.77905 30.08350 36.24475
0.78369 30.08388 36.75585
0.78198 30.08426 37.29329
0.78125 30.08451 37.63203
0.78052 30.08500 38.28511
0.77710 30.08543 38.84031
0.78345 30.08558 39.05602
0.77417 30.08611 39.73254
0.77783 30.08638 40.08646
0.77576 30.08693 40.79909
0.77759 30.08748 41.46246
0.76929 30.08777 41.84157
0.76831 30.08799 42.10544
0.77417 30.08916 43.54381
0.76733 30.08993 44.44599
0.75854 30.09024 44.81207
0.77319 30.09062 45.26051
0.76733 30.09099 45.68019
0.76782 30.09134 46.09429
0.76538 30.09194 46.78388
0.76123 30.09228 47.16483
0.76392 30.09283 47.76752
0.76428 30.09326 48.25291
0.76367 30.09402 49.07929
0.75342 30.09478 49.91300
0.75220 30.09505 50.18612
0.76294 30.09572 50.92700
0.75317 30.09582 51.02396
0.75737 30.09645 51.68895
0.75073 30.09760 52.87536
0.75806 30.09800 53.30144
0.74618 30.09838 53.69164
0.74976 30.09933 54.67038
0.74536 30.10051 55.84371
0.72925 30.10085 56.17929
0.73462 30.10124 56.58874
0.73657 30.10315 58.45208
0.73462 30.10359 58.86712
0.73755 30.10387 59.14197
0.72876 30.10447 59.72246
0.73486 30.10502 60.23338
0.73022 30.10614 61.30331
0.73022 30.10669 61.82122
0.73022 30.10706 62.15915
0.72729 30.10849 63.46672
0.80933 30.58959 0.31898
0.80786 30.58981 4.57333
0.80591 30.59059 9.77990
0.80347 30.59076 10.56615
0.80444 30.59093 11.29402
0.80884 30.59113 12.10975
0.79663 30.59124 12.56019
0.80688 30.59154 13.61927
0.80298 30.59172 14.24221
0.80493 30.59234 16.19757
0.80396 30.59268 17.16508
0.79517 30.59347 19.27453
0.80469 30.59362 19.63990
0.79761 30.59389 20.30163
0.80127 30.59454 21.76941
0.79419 30.59482 22.40582
0.79907 30.59509 22.96983
0.79712 30.59529 23.41051
0.79248 30.59548 23.79976
0.79590 30.59621 25.24812
0.79773 30.59653 25.84153
0.79175 30.59662 26.02507
0.79199 30.59732 27.31100
0.78768 30.59786 28.27777
0.79260 30.59845 29.29661
0.78979 30.59928 30.66815
0.78735 30.59999 31.77271
0.78687 30.60015 32.03627
0.78491 30.60060 32.73693
0.78589 30.60095 33.26083
0.79110 30.60127 33.72936
0.78101 30.60200 34.81050
0.78003 30.60240 35.38036
0.78149 30.60311 36.39148
0.78271 30.60344 36.85065
0.78101 30.60376 37.27197
0.77866 30.60409 37.73327
0.78394 30.60497 38.91427
0.77271 30.60547 39.55946
0.77661 30.60605 40.28411
0.77319 30.60644 40.79622
0.77075 30.60676 41.19576
0.77588 30.60707 41.58506
0.77783 30.60794 42.66113
0.77539 30.60826 43.05935
0.76685 30.60897 43.88521
0.76880 30.61013 45.25617
0.76782 30.61040 45.58167
0.76587 30.61095 46.19453
0.76489 30.61130 46.60252
0.76636 30.61243 47.87998
0.76196 30.61259 48.06411
0.76261 30.61317 48.69418
0.76636 30.61354 49.09140
0.75806 30.61430 49.93347
0.75879 30.61448 50.11419
0.74292 30.61515 50.84663
0.75708 30.61551 51.23068
0.76245 30.61625 51.98728
0.75269 30.61653 52.29046
0.74280 30.61688 52.65576
0.75187 30.61742 53.21409
0.74862 30.61806 53.87266
0.71704 30.61856 54.38426
0.75659 30.61892 54.74008
0.75024 30.61942 55.23912
0.73804 30.62043 56.26443
0.73608 30.62148 57.29033
0.74390 30.62191 57.72082
0.72485 30.62329 59.06578
0.73560 30.62418 59.90669
0.73096 30.62476 60.45817
0.72168 30.62501 60.68657
0.73096 30.62571 61.35677
0.71899 30.62657 62.16415
0.71899 30.62724 62.79418
0.72046 30.62802 63.51176
0.72339 30.62879 64.20479
0.72388 30.62994 65.25074
0.71606 30.63292 67.92514
0.69946 30.63416 69.05419
0.70093 30.63594 70.60840
0.80542 31.07840 0.81036
0.80396 31.07912 8.30156
0.80542 31.07950 10.25532
0.80640 31.07974 11.30284
0.80396 31.07986 11.80378
0.81079 31.07995 12.12948
0.80103 31.08015 12.92143
0.79972 31.08057 14.36808
0.81030 31.08075 14.98198
0.79761 31.08101 15.77927
0.79468 31.08108 16.00550
0.80103 31.08193 18.36917
0.80273 31.08201 18.59657
0.80347 31.08223 19.14812
0.79761 31.08265 20.16173
0.79468 31.08293 20.81950
0.79712 31.08336 21.80358
0.79907 31.08346 22.03919
0.79810 31.08384 22.86062
0.79663 31.08426 23.72358
0.79419 31.08452 24.23937
0.80005 31.08494 25.09701
0.79565 31.08552 26.19616
0.78931 31.08588 26.87935
0.79484 31.08613 27.31979
0.79248 31.08670 28.33309
0.79224 31.08692 28.70498
0.79126 31.08810 30.68117
0.79016 31.08847 31.26900
0.78833 31.08896 32.03761
0.78442 31.08949 32.86131
0.79126 31.08981 33.32679
0.79028 31.08995 33.54408
0.78403 31.09044 34.26071
0.78760 31.09107 35.20121
0.77783 31.09232 36.92908
0.78101 31.09245 37.13078
0.77808 31.09295 37.81450
0.78394 31.09336 38.33320
0.77661 31.09353 38.56665
0.78540 31.09386 39.01500
0.77710 31.09432 39.60116
0.77808 31.09490 40.35074
0.77856 31.09554 41.17308
0.77441 31.09605 41.81164
0.77515 31.09659 42.45212
0.77319 31.09683 42.76265
0.78003 31.09724 43.25762
0.76717 31.09814 44.32323
0.76318 31.09855 44.79465
0.77319 31.09982 46.28236
0.76440 31.10021 46.71022
0.76001 31.10092 47.52490
0.75928 31.10157 48.24582
0.76562 31.10209 48.81434
0.76294 31.10266 49.44284
0.76082 31.10299 49.79606
0.75838 31.10423 51.12935
0.74536 31.10493 51.86806
0.74561 31.10567 52.63380
0.74748 31.10610 53.07357
0.75562 31.10667 53.67401
0.75562 31.10744 54.45978
0.74829 31.10839 55.41519
0.73926 31.10887 55.88008
0.74536 31.10931 56.31100
0.73999 31.10956 56.58541
0.73804 31.11024 57.24299
0.73462 31.11185 58.81597
0.73755 31.11205 59.01843
0.73901 31.11275 59.66941
0.73315 31.11323 60.15553
0.73120 31.11522 61.99928
0.80591 31.58907 0.81036
0.80737 31.58973 7.93306
0.81079 31.59010 9.88662
0.80347 31.59014 10.09563
0.80249 31.59086 13.06791
0.80444 31.59112 13.97274
0.80591 31.59120 14.27541
0.80933 31.59133 14.65840
0.80298 31.59167 15.75238
0.80176 31.59235 17.71222
0.79663 31.59255 18.22735
0.79858 31.59272 18.69406
0.80151 31.59315 19.76625
0.79907 31.59354 20.69741
0.79614 31.59402 21.78064
0.80005 31.59422 22.22604
0.79590 31.59494 23.74920
0.79419 31.59517 24.21328
0.80249 31.59538 24.63232
0.78979 31.59557 25.01622
0.79484 31.59591 25.67463
0.78979 31.59686 27.40951
0.79346 31.59714 27.91448
0.79077 31.59734 28.27532
0.78882 31.59751 28.56021
0.79224 31.59782 29.09308
0.79175 31.59855 30.31894
0.79077 31.59893 30.92637
0.78833 31.59980 32.29270
0.78491 31.60005 32.69181
0.78101 31.60074 33.71749
0.78345 31.60103 34.16579
