Iraw[0;1] R It 
0.83819 3.78622 32.77032
0.83792 3.78653 33.24712
0.83504 3.78683 33.71456
0.83782 3.78719 34.23172
0.83389 3.78755 34.77728
0.83445 3.78789 35.27539
0.83368 3.78816 35.66003
0.83397 3.78856 36.22465
0.83281 3.78898 36.81997
0.83141 3.78931 37.27769
0.83078 3.78968 37.78791
0.83026 3.79006 38.30654
0.82987 3.79042 38.78340
0.82778 3.79080 39.28628
0.82796 3.79115 39.74498
0.82777 3.79153 40.23963
0.82921 3.79194 40.75800
0.82671 3.79230 41.23078
0.82619 3.79272 41.75370
0.82491 3.79309 42.21467
0.82256 3.79355 42.78912
0.82272 3.79395 43.27739
0.82135 3.79433 43.73323
0.82168 3.79481 44.31320
0.82056 3.79524 44.82300
0.81779 3.79556 45.21050
0.81824 3.79597 45.68364
0.81747 3.79644 46.23739
0.81499 3.79690 46.75992
0.81463 3.79739 47.32130
0.81399 3.79782 47.80825
0.81274 3.79823 48.26816
0.81033 3.79865 48.73434
0.81012 3.79904 49.16778
0.80838 3.79954 49.72015
0.80948 3.80007 50.28727
0.80472 3.80047 50.72531
0.80652 3.80090 51.18625
0.80613 3.80142 51.74094
0.80258 3.80184 52.18848
0.80151 3.80241 52.78659
0.79967 3.80287 53.26642
0.79797 3.80340 53.81003
0.80112 3.80379 54.21978
0.79333 3.80430 54.73929
0.79667 3.80481 55.25727
0.79333 3.80534 55.79626
0.79312 3.80583 56.28864
0.79195 3.80630 56.75517
0.78950 3.80677 57.21784
0.78619 3.80732 57.76667
0.78735 3.80784 58.26737
0.78762 3.80832 58.73583
0.78180 3.80891 59.31571
0.78296 3.80941 59.79439
0.77905 3.80986 60.23329
0.77936 3.81044 60.78041
0.77879 3.81104 61.35055
0.77205 3.81153 61.80938
0.77276 3.81204 62.29573
0.77040 3.81256 62.78595
0.76997 3.81307 63.26013
0.77104 3.81350 63.64978
0.76758 3.81406 64.17450
0.76254 3.81469 64.75251
0.76489 3.81513 65.15849
0.76062 3.81577 65.73942
0.75859 3.81637 66.29118
0.75748 3.81682 66.69912
0.76123 3.81732 67.14894
0.75436 3.81809 67.83538
0.75113 3.81855 68.25654
0.74780 3.81909 68.73254
0.74597 3.81969 69.26782
0.75380 3.82016 69.68397
0.74951 3.82093 70.35943
0.74946 3.82139 70.76652
0.74080 3.82205 71.35206
0.74170 3.82256 71.79180
0.74211 3.82311 72.27006
0.73730 3.82366 72.74990
0.86670 3.97725 0.26688
0.86694 3.97732 2.64212
0.86743 3.97748 4.61533
0.86629 3.97761 5.85250
0.86694 3.97770 6.53441
0.86841 3.97783 7.41127
0.86914 3.97785 7.62723
0.86763 3.97796 8.25362
0.86987 3.97805 8.72783
0.86902 3.97815 9.28415
0.86792 3.97826 9.81931
0.86865 3.97833 10.15094
0.86812 3.97849 10.87008
0.86716 3.97861 11.36720
0.86991 3.97870 11.77187
0.86832 3.97884 12.32311
0.86829 3.97895 12.74846
0.86740 3.97910 13.29187
0.86839 3.97924 13.78362
0.86776 3.97937 14.25105
0.86721 3.97950 14.69129
0.86785 3.97969 15.28835
0.86831 3.97983 15.69819
0.86914 3.98000 16.24874
0.86917 3.98020 16.81168
0.86699 3.98036 17.26639
0.86784 3.98054 17.77066
0.86561 3.98072 18.26552
0.86639 3.98090 18.74739
0.86530 3.98109 19.21339
0.86494 3.98130 19.76391
0.86417 3.98149 20.23128
0.86402 3.98170 20.73685
0.86351 3.98192 21.25112
0.86291 3.98213 21.73235
0.86345 3.98235 22.22094
0.86246 3.98259 22.75822
0.86180 3.98283 23.25843
0.86158 3.98306 23.74174
0.86060 3.98330 24.24075
0.86048 3.98355 24.75040
0.86026 3.98381 25.26018
0.85923 3.98405 25.71711
0.85907 3.98432 26.25557
0.85839 3.98458 26.72423
0.85829 3.98486 27.25991
0.85696 3.98514 27.77201
0.85703 3.98540 28.22396
0.85708 3.98570 28.74820
0.85628 3.98598 29.24183
0.85519 3.98628 29.74622
0.85508 3.98657 30.22505
0.85447 3.98687 30.72024
0.85370 3.98719 31.25569
0.85371 3.98748 31.72602
0.85303 3.98783 32.25540
0.85269 3.98817 32.78320
0.85228 3.98847 33.25716
0.85121 3.98880 33.74683
0.85053 3.98913 34.24725
0.84971 3.98948 34.76002
0.84939 3.98981 35.24880
0.84835 3.99017 35.75694
0.84822 3.99051 36.25112
0.84740 3.99087 36.75457
0.84750 3.99123 37.25529
0.84697 3.99160 37.75731
0.84595 3.99196 38.24569
0.84485 3.99236 38.78750
0.84404 3.99271 39.25279
0.84391 3.99308 39.74445
0.84258 3.99347 40.24771
0.84245 3.99388 40.77823
0.84126 3.99427 41.26009
0.84052 3.99466 41.76951
0.83976 3.99504 42.23862
0.83976 3.99547 42.77660
0.83851 3.99585 43.23413
0.83748 3.99628 43.75639
0.83747 3.99668 44.23989
0.83636 3.99710 44.73343
0.83586 3.99756 45.26972
0.83430 3.99797 45.75477
0.83405 3.99841 46.27209
0.83285 3.99883 46.75056
0.83164 3.99925 47.23526
0.83079 3.99971 47.74641
0.83000 4.00015 48.24498
0.82983 4.00061 48.75663
0.82847 4.00104 49.23640
0.82726 4.00153 49.75850
0.82606 4.00197 50.24479
0.82564 4.00241 50.73480
0.82525 4.00289 51.23565
0.82248 4.00337 51.75090
0.82200 4.00384 52.25146
0.82220 4.00431 52.74889
0.82008 4.00479 53.23745
0.81800 4.00527 53.74264
0.81776 4.00578 54.26250
0.81692 4.00628 54.78392
0.81558 4.00675 55.25905
0.81433 4.00726 55.76066
0.81357 4.00773 56.23739
0.81257 4.00821 56.72549
0.80958 4.00875 57.24797
0.80962 4.00923 57.73059
0.80794 4.00975 58.23748
0.80729 4.01029 58.77094
0.80522 4.01078 59.23848
0.80467 4.01129 59.74358
0.80393 4.01181 60.23776
0.80214 4.01235 60.75364
0.79925 4.01286 61.23221
0.79939 4.01340 61.74379
0.79791 4.01392 62.24011
0.79688 4.01448 62.75939
0.79435 4.01503 63.26333
0.79323 4.01555 63.76327
0.79231 4.01608 64.24741
0.79157 4.01662 64.73777
0.78892 4.01720 65.27980
0.78730 4.01773 65.75522
0.78853 4.01825 66.24090
0.78373 4.01884 66.76983
0.78311 4.01940 67.27615
0.78021 4.01993 67.73258
0.78169 4.02047 68.23719
0.77762 4.02106 68.77063
0.77569 4.02160 69.23671
0.77275 4.02219 69.75215
0.77100 4.02278 70.27620
0.76994 4.02334 70.77383
0.76820 4.02389 71.26178
0.76472 4.02447 71.76069
0.76087 4.02502 72.23724
0.75975 4.02562 72.75798
0.75897 4.02613 73.21504
0.75541 4.02675 73.73775
0.75533 4.02732 74.23820
0.75134 4.02794 74.74846
0.75114 4.02845 75.21657
0.74610 4.02907 75.73201
0.74374 4.02967 76.24779
0.74261 4.03024 76.74376
0.74333 4.03090 77.30031
0.73713 4.03144 77.73240
0.74063 4.03198 78.20847
0.74015 4.03265 78.77299
0.89282 4.48201 0.80357
0.89429 4.48209 2.84709
0.89136 4.48209 3.07924
0.89478 4.48244 6.42431
0.89087 4.48245 6.51743
0.89331 4.48252 7.10131
0.89185 4.48264 7.75626
0.89233 4.48275 8.42940
0.89478 4.48278 8.65419
0.89450 4.48289 9.19935
0.89374 4.48300 9.79282
0.89155 4.48312 10.28331
0.89243 4.48321 10.71721
0.89482 4.48334 11.31608
0.89380 4.48344 11.72904
0.89312 4.48358 12.27568
0.89309 4.48373 12.83166
0.89309 4.48385 13.27245
0.89188 4.48397 13.71569
0.89227 4.48414 14.29959
0.89222 4.48427 14.75911
0.89193 4.48444 15.26507
0.89259 4.48458 15.73186
0.89121 4.48475 16.24626
0.89101 4.48492 16.74367
0.89147 4.48511 17.25283
0.89032 4.48528 17.75656
0.89016 4.48547 18.28044
0.88977 4.48565 18.74711
0.88975 4.48586 19.27594
0.88970 4.48605 19.77187
0.88791 4.48625 20.23451
0.88858 4.48647 20.75563
0.88698 4.48668 21.26051
0.88642 4.48690 21.77328
0.88694 4.48712 22.25056
0.88515 4.48735 22.73596
0.88579 4.48759 23.27149
0.88550 4.48783 23.76814
0.88523 4.48807 24.24306
0.88457 4.48831 24.75568
0.88394 4.48856 25.25096
0.88405 4.48882 25.74490
0.88316 4.48909 26.26008
0.88318 4.48935 26.75798
0.88215 4.48963 27.25625
0.88199 4.48989 27.73417
0.88197 4.49020 28.27807
0.88153 4.49048 28.77979
0.88056 4.49075 29.24144
0.88040 4.49102 29.70253
0.88052 4.49137 30.27807
0.87991 4.49166 30.75851
0.87857 4.49195 31.22478
0.87888 4.49229 31.77495
0.87766 4.49259 32.24004
0.87796 4.49290 32.74285
0.87768 4.49322 33.22989
0.87677 4.49357 33.76350
0.87559 4.49388 34.21015
0.87576 4.49424 34.74740
0.87498 4.49459 35.25881
0.87393 4.49496 35.77755
0.87405 4.49528 36.23639
0.87356 4.49564 36.75368
0.87279 4.49598 37.21719
0.87213 4.49635 37.71463
0.87115 4.49674 38.25784
0.87146 4.49710 38.74399
0.87086 4.49748 39.22730
0.86957 4.49788 39.75765
0.86929 4.49825 40.24910
0.86850 4.49861 40.72691
0.86772 4.49903 41.23889
0.86679 4.49946 41.77279
0.86606 4.49982 42.23031
0.86500 4.50025 42.76233
0.86507 4.50063 43.23568
0.86388 4.50105 43.73933
0.86311 4.50148 44.25913
0.86249 4.50189 44.74052
0.86084 4.50232 45.25785
0.86025 4.50273 45.73613
0.85934 4.50315 46.21826
0.85779 4.50360 46.74153
0.85746 4.50407 47.28360
0.85569 4.50450 47.76095
0.85544 4.50494 48.25888
0.85378 4.50539 48.75958
0.85304 4.50584 49.25034
0.85201 4.50630 49.76473
0.85030 4.50675 50.23613
0.84910 4.50718 50.70677
0.84800 4.50767 51.24762
0.84780 4.50817 51.76105
0.84609 4.50861 52.24408
0.84611 4.50915 52.78333
0.84419 4.50958 53.24874
0.84449 4.51009 53.78117
0.84393 4.51054 54.22683
0.84168 4.51103 54.73734
0.84048 4.51156 55.27567
0.84049 4.51206 55.78161
0.83911 4.51255 56.26874
0.83767 4.51305 56.76138
0.83687 4.51354 57.26669
0.83566 4.51400 57.71687
0.83354 4.51454 58.23844
0.83313 4.51507 58.74326
0.83258 4.51560 59.26543
0.83076 4.51608 59.72673
0.82807 4.51659 60.22288
0.82767 4.51715 60.74090
0.82675 4.51767 61.25002
0.82545 4.51820 61.75481
0.82312 4.51874 62.25937
0.82344 4.51922 62.70462
0.82054 4.51981 63.24584
0.81953 4.52033 63.74264
0.81771 4.52088 64.24458
0.81456 4.52145 64.77481
0.81444 4.52196 65.23144
0.81403 4.52250 65.71822
0.81087 4.52309 66.26137
0.80761 4.52358 66.71980
0.80628 4.52419 67.26973
0.80387 4.52470 67.70874
0.80353 4.52534 68.29580
0.80497 4.52585 68.74041
0.80081 4.52644 69.26748
0.79702 4.52697 69.74915
0.79325 4.52754 70.23899
0.79533 4.52817 70.78815
0.79354 4.52866 71.21941
0.79060 4.52922 71.73866
0.78870 4.52989 72.29560
0.78388 4.53042 72.76038
0.78208 4.53100 73.25132
0.78027 4.53156 73.74277
0.77638 4.53212 74.22571
0.77757 4.53273 74.75109
0.77536 4.53331 75.25838
0.76864 4.53388 75.72104
0.76953 4.53440 76.18567
0.76127 4.53508 76.74543
0.76159 4.53566 77.21752
0.75864 4.53627 77.73274
0.75480 4.53687 78.28725
0.75677 4.53742 78.74708
0.91821 4.98103 0.09487
0.91772 4.98120 4.11385
0.91577 4.98127 4.81861
0.91479 4.98133 5.44222
0.91431 4.98141 6.06673
0.91772 4.98162 7.55222
0.91479 4.98177 8.41478
0.91577 4.98184 8.81621
0.91675 4.98192 9.25353
0.91756 4.98203 9.77549
0.91694 4.98213 10.27927
0.91724 4.98224 10.77598
0.91618 4.98236 11.27070
0.91707 4.98246 11.72019
0.91688 4.98259 12.23209
0.91661 4.98273 12.75767
0.91664 4.98286 13.27613
0.91724 4.98302 13.80674
0.91649 4.98315 14.24040
0.91636 4.98330 14.73739
0.91669 4.98346 15.27044
0.91575 4.98359 15.66355
0.91413 4.98380 16.29240
0.91550 4.98395 16.75111
0.91500 4.98413 17.26244
0.91457 4.98431 17.78028
0.91427 4.98449 18.24744
0.91296 4.98467 18.73393
0.91410 4.98488 19.27174
0.91325 4.98506 19.73040
0.91334 4.98527 20.22530
0.91217 4.98549 20.74750
0.91105 4.98569 21.23480
0.91102 4.98594 21.77382
0.91085 4.98615 22.25524
0.91055 4.98637 22.74391
0.91070 4.98660 23.24267
0.90881 4.98685 23.76040
0.90888 4.98708 24.23702
0.90843 4.98734 24.73854
0.90819 4.98761 25.25630
0.90758 4.98785 25.75112
0.90658 4.98813 26.26241
0.90633 4.98837 26.72061
0.90545 4.98868 27.28042
0.90606 4.98893 27.75134
0.90545 4.98921 28.25389
0.90453 4.98951 28.76977
0.90559 4.98977 29.21874
0.90442 4.99007 29.73051
0.90372 4.99041 30.26684
0.90385 4.99068 30.74525
0.90291 4.99100 31.25727
0.90238 4.99134 31.79004
0.90212 4.99165 32.26516
0.90164 4.99194 32.74608
0.90107 4.99227 33.23604
0.90099 4.99267 33.81847
0.89977 4.99297 34.27977
0.89951 4.99329 34.75812
0.89953 4.99363 35.24942
0.89805 4.99399 35.76941
0.89768 4.99436 36.27907
0.89735 4.99468 36.73901
0.89688 4.99504 37.24881
0.89568 4.99541 37.74728
0.89532 4.99573 38.19336
0.89467 4.99616 38.74561
0.89366 4.99652 39.23925
0.89308 4.99692 39.76342
0.89251 4.99731 40.27514
0.89205 4.99770 40.75779
0.89118 4.99809 41.26196
0.89062 4.99850 41.77198
0.88984 4.99886 42.22187
0.88923 4.99928 42.73223
0.88867 4.99973 43.28464
0.88786 5.00010 43.72964
0.88717 5.00053 44.26486
0.88665 5.00098 44.78605
0.88538 5.00136 45.23732
0.88371 5.00181 45.76337
0.88371 5.00222 46.23719
0.88316 5.00267 46.76589
0.88122 5.00309 47.23031
0.88053 5.00350 47.70404
0.87980 5.00402 48.25769
0.87916 5.00446 48.75734
0.87880 5.00490 49.26920
0.87719 5.00535 49.74671
0.87557 5.00583 50.23766
0.87535 5.00629 50.74055
0.87513 5.00675 51.26038
0.87370 5.00721 51.74492
0.87195 5.00771 52.25171
0.87252 5.00817 52.74164
0.87114 5.00866 53.25819
0.87006 5.00913 53.72974
0.86984 5.00962 54.25118
0.86820 5.01013 54.76413
0.86717 5.01062 55.25772
0.86608 5.01110 55.75377
0.86578 5.01160 56.24273
0.86389 5.01208 56.71990
0.86441 5.01260 57.25023
0.86147 5.01311 57.74913
0.86004 5.01367 58.28042
0.86004 5.01410 58.71931
0.85843 5.01466 59.25494
0.85601 5.01518 59.74655
0.85590 5.01569 60.24126
0.85374 5.01621 60.73505
0.85270 5.01674 61.23656
0.85237 5.01732 61.78980
0.84938 5.01781 62.25231
0.84863 5.01835 62.75199
0.84778 5.01887 63.23866
0.84623 5.01941 63.74450
0.84271 5.01995 64.23278
0.84182 5.02048 64.72280
0.84173 5.02103 65.24339
0.84038 5.02158 65.73655
0.83839 5.02217 66.26214
0.83662 5.02269 66.74089
0.83350 5.02322 67.21675
0.83341 5.02385 67.78781
0.83070 5.02441 68.27566
0.83100 5.02493 68.74390
0.82825 5.02548 69.24413
0.82698 5.02608 69.76391
0.82365 5.02664 70.23991
0.82072 5.02718 70.73504
0.82144 5.02777 71.24872
0.81724 5.02835 71.74750
0.81901 5.02884 72.20037
0.81532 5.02948 72.73871
0.80969 5.03011 73.27970
0.81015 5.03067 73.76595
0.80720 5.03122 74.23867
0.80620 5.03182 74.76620
0.80142 5.03240 75.24639
0.80436 5.03292 75.72345
0.80387 5.03349 76.22499
0.79666 5.03412 76.75717
0.79963 5.03468 77.23565
0.79446 5.03519 77.68416
0.79073 5.03588 78.27520
0.79593 5.03635 78.67342
0.93164 5.48042 0.23573
0.93188 5.48051 2.84028
0.93481 5.48064 4.57449
0.93335 5.48079 5.94973
0.93091 5.48086 6.42651
0.93335 5.48116 8.35893
0.93311 5.48124 8.80105
0.93188 5.48130 9.10021
0.93075 5.48146 9.95339
0.93481 5.48151 10.18443
0.93140 5.48164 10.74627
0.93677 5.48175 11.22609
0.93262 5.48187 11.73660
0.93259 5.48199 12.21535
0.93457 5.48213 12.77328
0.93176 5.48227 13.28461
0.93351 5.48242 13.79331
0.93377 5.48253 14.19304
0.93262 5.48273 14.83014
0.93260 5.48285 15.23787
0.93256 5.48303 15.78169
0.93081 5.48320 16.27671
0.93136 5.48337 16.78514
0.93099 5.48351 17.19809
0.93115 5.48371 17.74219
0.92956 5.48390 18.25992
0.92948 5.48408 18.75064
0.92811 5.48428 19.24205
0.92860 5.48448 19.75200
0.92973 5.48466 20.18941
0.92776 5.48488 20.70438
0.92854 5.48510 21.21354
0.92724 5.48532 21.73572
0.92650 5.48559 22.31978
0.92603 5.48581 22.79611
0.92667 5.48603 23.26339
0.92604 5.48625 23.73920
0.92599 5.48650 24.23952
0.92577 5.48676 24.77209
0.92486 5.48700 25.23583
0.92428 5.48727 25.75902
0.92438 5.48753 26.25225
0.92294 5.48781 26.77194
0.92360 5.48807 27.25587
0.92240 5.48835 27.75966
0.92186 5.48864 28.28106
0.92171 5.48892 28.76508
0.92123 5.48922 29.26847
0.92097 5.48952 29.77633
0.92038 5.48979 30.23181
0.91938 5.49008 30.71513
0.91917 5.49040 31.22405
0.91861 5.49073 31.75417
0.91812 5.49104 32.23901
0.91792 5.49136 32.73903
0.91703 5.49171 33.27246
0.91620 5.49202 33.74410
0.91681 5.49237 34.26528
0.91577 5.49269 34.73448
0.91543 5.49303 35.23439
0.91473 5.49339 35.74675
0.91345 5.49372 36.22144
0.91284 5.49408 36.71787
0.91220 5.49447 37.26907
0.91132 5.49483 37.75637
0.91120 5.49519 38.24579
0.91055 5.49558 38.76810
0.90943 5.49593 39.23330
0.90825 5.49631 39.73506
0.90903 5.49673 40.27126
0.90792 5.49710 40.74484
0.90610 5.49750 41.25444
0.90592 5.49793 41.79086
0.90478 5.49829 42.24856
0.90399 5.49870 42.74977
0.90301 5.49911 43.24492
0.90216 5.49953 43.75912
0.90131 5.49992 44.22652
0.90005 5.50034 44.72806
0.89931 5.50076 45.22655
0.89880 5.50121 45.74813
0.89814 5.50165 46.25227
0.89627 5.50212 46.79290
0.89582 5.50253 47.26243
0.89527 5.50296 47.74228
0.89428 5.50341 48.25090
0.89192 5.50386 48.75080
0.89238 5.50434 49.26925
0.89158 5.50474 49.71420
0.88948 5.50526 50.27833
0.88809 5.50574 50.78593
0.88834 5.50616 51.24871
0.88658 5.50665 51.75993
0.88606 5.50710 52.23156
0.88412 5.50762 52.78417
0.88280 5.50808 53.25680
0.88197 5.50856 53.75710
0.88150 5.50907 54.28100
0.88000 5.50953 54.74100
0.87936 5.51002 55.24306
0.87799 5.51054 55.77238
0.87618 5.51102 56.25400
0.87595 5.51155 56.77150
0.87490 5.51203 57.25245
0.87352 5.51250 57.72196
0.87186 5.51306 58.26492
0.86925 5.51355 58.73838
0.86919 5.51408 59.25048
0.86997 5.51454 59.69597
0.86470 5.51513 60.26235
0.86474 5.51564 60.75576
0.86248 5.51618 61.26482
0.86240 5.51672 61.77714
0.86051 5.51723 62.24587
0.85856 5.51776 62.74855
0.85787 5.51828 63.23099
0.85579 5.51883 63.73695
0.85466 5.51943 64.29429
0.85199 5.51992 64.73994
0.85076 5.52046 65.23534
0.84826 5.52098 65.71382
0.84658 5.52159 66.26198
0.84765 5.52210 66.72049
0.84401 5.52269 67.25063
0.84389 5.52326 67.76351
0.84151 5.52375 68.20451
0.84032 5.52441 68.79043
0.83649 5.52489 69.21841
0.83313 5.52548 69.73666
0.83548 5.52612 70.30187
0.83239 5.52662 70.74353
0.83056 5.52720 71.24486
0.82810 5.52780 71.77145
0.82444 5.52836 72.25771
0.82380 5.52894 72.75945
0.82066 5.52948 73.23222
0.82269 5.53012 73.79129
0.81519 5.53057 74.16562
0.82041 5.53123 74.73637
0.81767 5.53180 75.22863
0.81751 5.53235 75.69715
0.81724 5.53292 76.18909
0.80908 5.53377 76.90473
0.93481 5.99462 0.81036
0.93384 5.99462 1.07174
0.93457 5.99477 3.94586
0.93384 5.99484 4.70070
0.93530 5.99498 5.87229
0.93628 5.99506 6.58204
0.93774 5.99514 7.08551
0.93713 5.99523 7.72944
0.93726 5.99533 8.31871
0.93638 5.99542 8.76957
0.93851 5.99551 9.26417
0.93726 5.99562 9.78701
0.93851 5.99571 10.26794
0.93789 5.99582 10.76084
0.93955 5.99595 11.30958
0.93703 5.99607 11.78519
0.93829 5.99622 12.38880
0.93622 5.99632 12.77178
0.93658 5.99646 13.28169
0.93682 5.99659 13.73489
0.93599 5.99675 14.29424
0.93497 5.99688 14.72911
0.93469 5.99705 15.27912
0.93461 5.99720 15.76574
0.93438 5.99735 16.20055
0.93415 5.99755 16.77790
0.93399 5.99769 17.20966
0.93365 5.99788 17.72048
0.93133 5.99810 18.33283
0.93268 5.99829 18.78519
0.93365 5.99846 19.23128
0.93188 5.99867 19.76392
0.93225 5.99887 20.25730
0.93237 5.99909 20.75020
0.93125 5.99928 21.20920
0.93112 5.99950 21.73253
0.93040 5.99973 22.23199
0.93113 5.99997 22.75280
0.93019 6.00022 23.26961
0.92971 6.00043 23.74737
0.92940 6.00067 24.20254
0.92864 6.00094 24.74923
0.92805 6.00121 25.28824
0.92845 6.00144 25.72885
0.92771 6.00172 26.23924
0.92702 6.00199 26.76928
0.92693 6.00228 27.30363
0.92613 6.00255 27.76128
0.92586 6.00282 28.25993
0.92608 6.00313 28.78857
0.92558 6.00338 29.23214
0.92534 6.00371 29.79165
0.92372 6.00399 30.25787
0.92422 6.00430 30.76344
0.92354 6.00461 31.25064
0.92366 6.00491 31.72613
0.92265 6.00525 32.26805
0.92238 6.00557 32.76204
0.92175 6.00587 33.22522
0.92093 6.00623 33.75309
0.92088 6.00655 34.25371
0.92022 6.00687 34.71557
0.91926 6.00725 35.26302
0.91982 6.00760 35.77273
0.91864 6.00795 36.26370
0.91808 6.00829 36.75030
0.91658 6.00865 37.22760
0.91698 6.00901 37.74061
0.91511 6.00937 38.21034
0.91490 6.00976 38.74167
0.91319 6.01017 39.28512
0.91332 6.01057 39.79845
0.91247 6.01092 40.26287
0.91245 6.01129 40.73595
0.91044 6.01173 41.27926
0.91077 6.01208 41.73398
0.90928 6.01254 42.31038
0.90879 6.01288 42.71623
0.90720 6.01331 43.25408
0.90658 6.01372 43.74870
0.90630 6.01413 44.24720
0.90540 6.01455 44.72924
0.90389 6.01497 45.23224
0.90357 6.01541 45.74360
0.90247 6.01590 46.30245
0.90136 6.01630 46.77066
0.90035 6.01673 47.24897
0.89960 6.01716 47.73406
0.89919 6.01762 48.25831
0.89900 6.01808 48.76183
0.89533 6.01854 49.26722
0.89516 6.01901 49.74666
0.89573 6.01946 50.25910
0.89435 6.01990 50.74648
0.89364 6.02034 51.21129
0.89144 6.02085 51.74925
0.89057 6.02131 52.23118
0.89069 6.02183 52.77505
0.88945 6.02230 53.25481
0.88824 6.02276 53.73743
0.88700 6.02326 54.25559
0.88556 6.02377 54.77327
0.88617 6.02423 55.25281
0.88281 6.02475 55.75811
0.88319 6.02523 56.24492
0.88310 6.02572 56.73188
0.88175 6.02624 57.23880
0.87925 6.02675 57.75595
0.87875 6.02726 58.25286
0.87854 6.02774 58.72305
0.87378 6.02833 59.26099
0.87328 6.02884 59.77971
0.87371 6.02934 60.26174
0.87290 6.02989 60.78642
0.87035 6.03034 61.20406
0.86819 6.03092 61.75315
0.86684 6.03144 62.23769
0.86406 6.03197 62.73868
0.86396 6.03249 63.22434
0.86362 6.03313 63.82075
0.86192 6.03357 64.21671
0.85874 6.03416 64.76090
0.85686 6.03468 65.22070
0.85414 6.03525 65.75913
0.85378 6.03578 66.25443
0.85103 6.03640 66.76470
0.84888 6.03691 67.24618
0.85049 6.03743 67.73143
0.84829 6.03800 68.22632
0.84299 6.03859 68.75049
0.84023 6.03914 69.22998
0.83965 6.03970 69.73023
0.83758 6.04025 70.20954
0.83794 6.04088 70.76408
0.83578 6.04143 71.27333
0.83459 6.04197 71.72807
0.83245 6.04252 72.18692
0.82795 6.04314 72.73945
0.82472 6.04371 73.20507
0.82166 6.04430 73.71751
0.81603 6.04488 74.24357
0.81536 6.04551 74.76493
0.81274 6.04600 75.18887
0.81302 6.04668 75.75403
0.81541 6.04727 76.27182
0.80938 6.04788 76.77010
0.80947 6.04844 77.24546
0.80744 6.04901 77.73896
0.80160 6.04969 78.34657
0.79834 6.05012 78.65250
0.93237 6.48749 0.05935
0.93237 6.48750 0.76233
0.93774 6.48757 2.85183
0.93726 6.48758 3.13619
0.93579 6.48764 3.89898
0.93693 6.48771 4.66623
0.93612 6.48780 5.41490
0.93750 6.48783 5.73238
0.93937 6.48787 6.08705
0.93638 6.48796 6.68748
0.93709 6.48801 7.13430
0.93604 6.48812 7.72194
0.93738 6.48822 8.34485
0.93689 6.48829 8.77830
0.93982 6.48838 9.26054
0.93750 6.48849 9.76781
0.93698 6.48861 10.30395
0.93510 6.48870 10.78136
0.93541 6.48885 11.37818
0.93479 6.48893 11.74702
0.93489 6.48906 12.26119
0.93246 6.48919 12.73450
0.93510 6.48933 13.26349
0.93403 6.48948 13.78641
0.93338 6.48960 14.20934
0.93268 6.48977 14.78926
0.93308 6.48991 15.24712
0.93265 6.49007 15.74627
0.93286 6.49025 16.27765
0.93286 6.49038 16.66309
0.93372 6.49056 17.18318
0.93206 6.49075 17.70464
0.93065 6.49093 18.19644
0.93065 6.49114 18.74345
0.93007 6.49134 19.24892
0.92982 6.49155 19.76510
0.93037 6.49176 20.29301
0.92972 6.49193 20.68559
0.92955 6.49216 21.24234
0.92875 6.49239 21.74852
0.92786 6.49262 22.24747
0.92839 6.49284 22.73347
0.92713 6.49308 23.24411
0.92761 6.49331 23.72699
0.92694 6.49359 24.30231
0.92613 6.49380 24.73972
0.92605 6.49408 25.26647
0.92584 6.49430 25.70930
0.92554 6.49461 26.26824
0.92389 6.49488 26.78030
0.92419 6.49514 27.26894
0.92465 6.49541 27.73860
0.92316 6.49571 28.28495
0.92327 6.49600 28.79931
0.92198 6.49630 29.25591
0.92216 6.49659 29.78440
0.92158 6.49690 30.28892
0.92191 6.49717 30.72867
0.92122 6.49749 31.27062
0.92091 6.49781 31.77485
0.91925 6.49810 32.22236
0.91966 6.49843 32.74756
0.91923 6.49876 33.23835
0.91838 6.49906 33.69291
0.91839 6.49945 34.27733
0.91790 6.49978 34.76561
0.91606 6.50010 35.21542
0.91638 6.50047 35.74462
0.91592 6.50081 36.24224
0.91441 6.50122 36.80768
0.91478 6.50155 37.25701
0.91295 6.50191 37.75698
0.91242 6.50227 38.24095
0.91246 6.50264 38.72349
0.91110 6.50302 39.23522
0.91045 6.50340 39.73198
0.90942 6.50377 40.22424
0.90877 6.50419 40.75479
0.90798 6.50457 41.22974
0.90701 6.50497 41.73766
0.90774 6.50532 42.17783
0.90601 6.50577 42.72744
0.90417 6.50622 43.27714
0.90337 6.50660 43.72224
0.90347 6.50707 44.28493
0.90338 6.50743 44.73320
0.90199 6.50786 45.22402
0.90000 6.50836 45.79681
0.89963 6.50872 46.21887
0.89967 6.50916 46.73035
0.89858 6.50961 47.24756
0.89717 6.51004 47.71116
0.89593 6.51051 48.26169
0.89401 6.51094 48.72018
0.89416 6.51138 49.19947
0.89282 6.51189 49.76262
0.89240 6.51229 50.21139
0.88946 6.51285 50.78972
0.88983 6.51331 51.29898
0.89053 6.51372 51.73733
0.88652 6.51423 52.25155
0.88737 6.51472 52.76886
0.88422 6.51516 53.22890
0.88415 6.51565 53.73348
0.88454 6.51614 54.24207
0.88095 6.51669 54.78947
0.88072 6.51716 55.28198
0.87961 6.51765 55.77521
0.87654 6.51809 56.22263
0.87747 6.51863 56.74348
0.87673 6.51918 57.27304
0.87410 6.51961 57.73014
