
# Surface 0 of 1 surfaces

# Curve title: "'-'"

# IsoCurve 0, 50 points
# x y z type
 32.1699  0.649912  0.759476 i
 32.1699  0.666582  0.761752 i
 32.1699  0.683253  0.764037 i
 32.1699  0.699924  0.766331 i
 32.1699  0.716595  0.768634 i
 32.1699  0.733266  0.770947 i
 32.1699  0.749937  0.773269 i
 32.1699  0.766607  0.775599 i
 32.1699  0.783278  0.777939 i
 32.1699  0.799949  0.780288 i
 32.1699  0.81662  0.782646 i
 32.1699  0.833291  0.785013 i
 32.1699  0.849962  0.787389 i
 32.1699  0.866632  0.789773 i
 32.1699  0.883303  0.792166 i
 32.1699  0.899974  0.794568 i
 32.1699  0.916645  0.796977 i
 32.1699  0.933316  0.799394 i
 32.1699  0.949986  0.801818 i
 32.1699  0.966657  0.804247 i
 32.1699  0.983328  0.806681 i
 32.1699  0.999999  0.809116 i

# IsoCurve 11, 50 points
# x y z type
 31.371  0.183129  0.697118 i
 31.371  0.199799  0.69931 i
 31.371  0.21647  0.7015 i
 31.371  0.233141  0.703689 i
 31.371  0.249812  0.705877 i
 31.371  0.266483  0.708064 i
 31.371  0.283153  0.710252 i
 31.371  0.299824  0.712439 i
 31.371  0.316495  0.714628 i
 31.371  0.333166  0.716819 i
 31.371  0.349837  0.719012 i
 31.371  0.366508  0.721208 i
 31.371  0.383178  0.723406 i
 31.371  0.399849  0.725609 i
 31.371  0.41652  0.727815 i
 31.371  0.433191  0.730027 i
 31.371  0.449862  0.732243 i
 31.371  0.466533  0.734464 i
 31.371  0.483203  0.736691 i
 31.371  0.499874  0.738924 i
 31.371  0.516545  0.741163 i
 31.371  0.533216  0.743408 i
 31.371  0.549887  0.74566 i
 31.371  0.566557  0.747918 i
 31.371  0.583228  0.750183 i
 31.371  0.599899  0.752455 i
 31.371  0.61657  0.754733 i
 31.371  0.633241  0.757019 i
 31.371  0.649912  0.759311 i
 31.371  0.666582  0.761611 i
 31.371  0.683253  0.763917 i
 31.371  0.699924  0.766231 i
 31.371  0.716595  0.768551 i
 31.371  0.733266  0.770879 i
 31.371  0.749937  0.773213 i
 31.371  0.766607  0.775554 i
 31.371  0.783278  0.777902 i
 31.371  0.799949  0.780256 i
 31.371  0.81662  0.782617 i
 31.371  0.833291  0.784984 i
 31.371  0.849962  0.787357 i
 31.371  0.866632  0.789735 i
 31.371  0.883303  0.792119 i
 31.371  0.899974  0.794508 i
 31.371  0.916645  0.796901 i
 31.371  0.933316  0.799298 i
 31.371  0.949986  0.801699 i
 31.371  0.966657  0.804103 i
 31.371  0.983328  0.806509 i
 31.371  0.999999  0.808917 i

# IsoCurve 12, 50 points
# x y z type
 30.572  0.183129  0.695319 i
 30.572  0.199799  0.697593 i
 30.572  0.21647  0.699864 i
 30.572  0.233141  0.702133 i
 30.572  0.249812  0.704401 i
 30.572  0.266483  0.706666 i
 30.572  0.283153  0.708928 i
 30.572  0.299824  0.711188 i
 30.572  0.316495  0.713445 i
 30.572  0.333166  0.7157 i
 30.572  0.349837  0.717953 i
 30.572  0.366508  0.720205 i
 30.572  0.383178  0.722459 i
 30.572  0.399849  0.724716 i
 30.572  0.41652  0.726976 i
 30.572  0.433191  0.72924 i
 30.572  0.449862  0.731509 i
 30.572  0.466533  0.733781 i
 30.572  0.483203  0.736058 i
 30.572  0.499874  0.738339 i
 30.572  0.516545  0.740624 i
 30.572  0.533216  0.742914 i
 30.572  0.549887  0.745207 i
 30.572  0.566557  0.747505 i
 30.572  0.583228  0.749807 i
 30.572  0.599899  0.752114 i
 30.572  0.61657  0.754425 i
 30.572  0.633241  0.75674 i
 30.572  0.649912  0.759059 i
 30.572  0.666582  0.761383 i
 30.572  0.683253  0.76371 i
 30.572  0.699924  0.766042 i
 30.572  0.716595  0.768379 i
 30.572  0.733266  0.770719 i
 30.572  0.749937  0.773064 i
 30.572  0.766607  0.775413 i
 30.572  0.783278  0.777766 i
 30.572  0.799949  0.780123 i
 30.572  0.81662  0.782485 i
 30.572  0.833291  0.784851 i
 30.572  0.849962  0.787221 i
 30.572  0.866632  0.789595 i
 30.572  0.883303  0.791973 i
 30.572  0.899974  0.794356 i
 30.572  0.916645  0.796742 i
 30.572  0.933316  0.799133 i
 30.572  0.949986  0.801528 i
 30.572  0.966657  0.803927 i
 30.572  0.983328  0.80633 i
 30.572  0.999999  0.808733 i

# IsoCurve 13, 50 points
# x y z type
 29.7731  0.183129  0.693483 i
 29.7731  0.199799  0.695822 i
 29.7731  0.21647  0.698158 i
 29.7731  0.233141  0.700493 i
 29.7731  0.249812  0.702827 i
 29.7731  0.266483  0.705159 i
 29.7731  0.283153  0.707491 i
 29.7731  0.299824  0.709822 i
 29.7731  0.316495  0.712152 i
 29.7731  0.333166  0.714482 i
 29.7731  0.349837  0.716811 i
 29.7731  0.366508  0.71914 i
 29.7731  0.383178  0.721469 i
 29.7731  0.399849  0.723799 i
 29.7731  0.41652  0.726129 i
 29.7731  0.433191  0.728459 i
 29.7731  0.449862  0.73079 i
 29.7731  0.466533  0.733122 i
 29.7731  0.483203  0.735455 i
 29.7731  0.499874  0.737789 i
 29.7731  0.516545  0.740124 i
 29.7731  0.533216  0.74246 i
 29.7731  0.549887  0.744798 i
 29.7731  0.566557  0.747137 i
 29.7731  0.583228  0.749477 i
 29.7731  0.599899  0.751819 i
 29.7731  0.61657  0.754163 i
 29.7731  0.633241  0.756508 i
 29.7731  0.649912  0.758855 i
 29.7731  0.666582  0.761204 i
 29.7731  0.683253  0.763554 i
 29.7731  0.699924  0.765906 i
 29.7731  0.716595  0.768259 i
 29.7731  0.733266  0.770614 i
 29.7731  0.749937  0.772971 i
 29.7731  0.766607  0.775329 i
 29.7731  0.783278  0.777689 i
 29.7731  0.799949  0.78005 i
 29.7731  0.81662  0.782413 i
 29.7731  0.833291  0.784777 i
 29.7731  0.849962  0.787142 i
 29.7731  0.866632  0.789509 i
 29.7731  0.883303  0.791877 i
 29.7731  0.899974  0.794245 i
 29.7731  0.916645  0.796615 i
 29.7731  0.933316  0.798985 i
 29.7731  0.949986  0.801356 i
 29.7731  0.966657  0.803727 i
 29.7731  0.983328  0.806098 i
 29.7731  0.999999  0.808469 i

# IsoCurve 14, 50 points
# x y z type
 28.9741  0.183129  0.691658 i
 28.9741  0.199799  0.694072 i
 28.9741  0.21647  0.696483 i
 28.9741  0.233141  0.698893 i
 28.9741  0.249812  0.701299 i
 28.9741  0.266483  0.703704 i
 28.9741  0.283153  0.706107 i
 28.9741  0.299824  0.708508 i
 28.9741  0.316495  0.710908 i
 28.9741  0.333166  0.713305 i
 28.9741  0.349837  0.715702 i
 28.9741  0.366508  0.718097 i
 28.9741  0.383178  0.720491 i
 28.9741  0.399849  0.722883 i
 28.9741  0.41652  0.725275 i
 28.9741  0.433191  0.727665 i
 28.9741  0.449862  0.730054 i
 28.9741  0.466533  0.732442 i
 28.9741  0.483203  0.734828 i
 28.9741  0.499874  0.737214 i
 28.9741  0.516545  0.739598 i
 28.9741  0.533216  0.741981 i
 28.9741  0.549887  0.744363 i
 28.9741  0.566557  0.746743 i
 28.9741  0.583228  0.749122 i
 28.9741  0.599899  0.7515 i
 28.9741  0.61657  0.753877 i
 28.9741  0.633241  0.756253 i
 28.9741  0.649912  0.758627 i
 28.9741  0.666582  0.761 i
 28.9741  0.683253  0.763372 i
 28.9741  0.699924  0.765743 i
 28.9741  0.716595  0.768112 i
 28.9741  0.733266  0.77048 i
 28.9741  0.749937  0.772847 i
 28.9741  0.766607  0.775212 i
 28.9741  0.783278  0.777577 i
 28.9741  0.799949  0.77994 i
 28.9741  0.81662  0.782302 i
 28.9741  0.833291  0.784662 i
